Ticker,Period,Fiscal Year,Period Start,Period End,Metric,Value,Unit,Currency,Audited,Statement Scope
ADB,ANNUAL,2024,2024-01-01,2024-12-31,OPERATING_INCOME,1004751,GHS_THOUSANDS,GHS,TRUE,CONSOLIDATED
ADB,ANNUAL,2024,2024-01-01,2024-12-31,PROFIT_AFTER_TAX,35061,GHS_THOUSANDS,GHS,TRUE,CONSOLIDATED
ADB,ANNUAL,2024,2024-01-01,2024-12-31,TOTAL_ASSETS,14604777,GHS_THOUSANDS,GHS,TRUE,CONSOLIDATED
ADB,ANNUAL,2024,2024-01-01,2024-12-31,TOTAL_EQUITY,1278045,GHS_THOUSANDS,GHS,TRUE,CONSOLIDATED
ADB,ANNUAL,2024,2024-01-01,2024-12-31,EPS,0.02,PER_SHARE_GHS,GHS,TRUE,CONSOLIDATED
ADB,ANNUAL,2023,2023-01-01,2023-12-31,OPERATING_INCOME,662428,GHS_THOUSANDS,GHS,TRUE,CONSOLIDATED
ADB,ANNUAL,2023,2023-01-01,2023-12-31,PROFIT_AFTER_TAX,-828820,GHS_THOUSANDS,GHS,TRUE,CONSOLIDATED
ADB,ANNUAL,2023,2023-01-01,2023-12-31,TOTAL_ASSETS,9312647,GHS_THOUSANDS,GHS,TRUE,CONSOLIDATED
ADB,ANNUAL,2023,2023-01-01,2023-12-31,TOTAL_EQUITY,-102296,GHS_THOUSANDS,GHS,TRUE,CONSOLIDATED
ADB,ANNUAL,2023,2023-01-01,2023-12-31,EPS,-2.3889,PER_SHARE_GHS,GHS,TRUE,CONSOLIDATED
ADB,ANNUAL,2022,2022-01-01,2022-12-31,OPERATING_INCOME,647696,GHS_THOUSANDS,GHS,TRUE,CONSOLIDATED
ADB,ANNUAL,2022,2022-01-01,2022-12-31,PROFIT_AFTER_TAX,-371280,GHS_THOUSANDS,GHS,TRUE,CONSOLIDATED
ADB,ANNUAL,2022,2022-01-01,2022-12-31,TOTAL_ASSETS,7412720,GHS_THOUSANDS,GHS,TRUE,CONSOLIDATED
ADB,ANNUAL,2022,2022-01-01,2022-12-31,TOTAL_EQUITY,658190,GHS_THOUSANDS,GHS,TRUE,CONSOLIDATED
ADB,ANNUAL,2022,2022-01-01,2022-12-31,EPS,-1.0701,PER_SHARE_GHS,GHS,TRUE,CONSOLIDATED
